#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 11 14 19 54  30  3.6  5.1    MM    MM    MM  MM 1024.4  13.3  13.6    MM   MM   MM    MM
2023 11 14 19 48  30  3.6  4.6    MM    MM    MM  MM 1024.4  13.2  13.6    MM   MM   MM    MM
2023 11 14 19 42  30  2.6  4.1    MM    MM    MM  MM 1024.4  13.4  13.7    MM   MM   MM    MM
2023 11 14 19 36  30  3.6  6.2    MM    MM    MM  MM 1024.4  13.2  13.7    MM   MM   MM    MM
2023 11 14 19 30  30  3.6  4.6    MM    MM    MM  MM 1024.4  12.9  13.7    MM   MM   MM    MM
2023 11 14 19 24  30  4.1  6.2    MM    MM    MM  MM 1024.4  12.9  13.8    MM   MM   MM    MM
2023 11 14 19 18  10  4.6  5.7    MM    MM    MM  MM 1024.5  12.8  13.8    MM   MM   MM    MM
2023 11 14 19 12  20  4.1  5.7    MM    MM    MM  MM 1024.5  12.9  13.9    MM   MM   MM    MM
2023 11 14 19 06  30  3.6  5.7    MM    MM    MM  MM 1024.5  12.9  13.9    MM   MM   MM    MM
2023 11 14 19 00  20  3.1  5.1    MM    MM    MM  MM 1024.5  13.1  14.0    MM   MM -0.4    MM
2023 11 14 18 54  30  3.1  4.6    MM    MM    MM  MM 1024.6  13.0  14.0    MM   MM   MM    MM
2023 11 14 18 48  30  4.6  5.7    MM    MM    MM  MM 1024.6  12.8  14.0    MM   MM   MM    MM
2023 11 14 18 42  20  4.1  5.7    MM    MM    MM  MM 1024.6  12.7  14.0    MM   MM   MM    MM
2023 11 14 18 36  30  3.1  5.1    MM    MM    MM  MM 1024.5  12.9  13.9    MM   MM   MM    MM
2023 11 14 18 30  30  3.1  4.1    MM    MM    MM  MM 1024.5  13.0  13.9    MM   MM   MM    MM
2023 11 14 18 24  30  3.1  5.1    MM    MM    MM  MM 1024.6  12.9  13.9    MM   MM   MM    MM
2023 11 14 18 18  30  2.6  4.1    MM    MM    MM  MM 1024.7  12.9  13.9    MM   MM   MM    MM
2023 11 14 18 12  30  3.6  6.2    MM    MM    MM  MM 1024.6  13.0  13.8    MM   MM   MM    MM
2023 11 14 18 06  20  4.1  6.2    MM    MM    MM  MM 1024.7  12.7  13.8    MM   MM   MM    MM
2023 11 14 18 00  10  3.6  4.6    MM    MM    MM  MM 1024.7  12.7  13.7    MM   MM -0.5    MM
2023 11 14 17 54  30  3.6  5.7    MM    MM    MM  MM 1024.7  12.8  13.7    MM   MM   MM    MM
2023 11 14 17 48  30  4.1  6.2    MM    MM    MM  MM 1024.7  12.6  13.6    MM   MM   MM    MM
2023 11 14 17 42  30  3.1  5.7    MM    MM    MM  MM 1024.7  12.5  13.6    MM   MM   MM    MM
2023 11 14 17 36  30  4.6  6.7    MM    MM    MM  MM 1024.8  12.3  13.6    MM   MM   MM    MM
2023 11 14 17 30  30  5.7  7.7    MM    MM    MM  MM 1024.8  12.2  13.6    MM   MM   MM    MM
2023 11 14 17 24  20  5.1  8.2    MM    MM    MM  MM 1024.8  12.3  13.6    MM   MM   MM    MM
2023 11 14 17 18  20  5.1  7.2    MM    MM    MM  MM 1024.8  12.3  13.6    MM   MM   MM    MM
2023 11 14 17 12  20  5.7  7.7    MM    MM    MM  MM 1024.9  12.3  13.5    MM   MM   MM    MM
2023 11 14 17 06  20  5.7  8.2    MM    MM    MM  MM 1024.8  12.3  13.4    MM   MM   MM    MM
2023 11 14 17 00  10  6.7  8.8    MM    MM    MM  MM 1024.9  12.1  13.3    MM   MM +0.0    MM
2023 11 14 16 54  20  6.2  8.8    MM    MM    MM  MM 1024.9  12.1  13.3    MM   MM   MM    MM
2023 11 14 16 48  20  7.2  9.8    MM    MM    MM  MM 1024.8  12.0  13.2    MM   MM   MM    MM
2023 11 14 16 42  20  5.7  9.8    MM    MM    MM  MM 1024.9  12.1  13.3    MM   MM   MM    MM
2023 11 14 16 36  10  6.7  8.2    MM    MM    MM  MM 1024.9  12.0  13.3    MM   MM   MM    MM
2023 11 14 16 30  10  7.2  9.8    MM    MM    MM  MM 1024.8  12.0  13.2    MM   MM   MM    MM
2023 11 14 16 24  10  8.2 10.3    MM    MM    MM  MM 1024.8  11.9  13.3    MM   MM   MM    MM
2023 11 14 16 18  20  6.7  9.8    MM    MM    MM  MM 1024.9  11.9  13.4    MM   MM   MM    MM
2023 11 14 16 12  20  7.7 10.8    MM    MM    MM  MM 1024.8  11.9  13.2    MM   MM   MM    MM
2023 11 14 16 06  20  6.2  9.8    MM    MM    MM  MM 1024.9  11.9  13.1    MM   MM   MM    MM
2023 11 14 16 00  10  8.2  9.8    MM    MM    MM  MM 1024.9  11.8  13.1    MM   MM +0.3    MM
2023 11 14 15 54  10  8.2 10.3    MM    MM    MM  MM 1025.0  11.8  13.1    MM   MM   MM    MM
2023 11 14 15 48  10  7.7  9.3    MM    MM    MM  MM 1025.0  11.7  13.1    MM   MM   MM    MM
2023 11 14 15 42  10  7.7  9.3    MM    MM    MM  MM 1025.1  11.6  13.1    MM   MM   MM    MM
2023 11 14 15 36  10  8.8 11.3    MM    MM    MM  MM 1025.1  11.6  13.1    MM   MM   MM    MM
2023 11 14 15 30  10  8.2 10.3    MM    MM    MM  MM 1025.1  11.5  13.1    MM   MM   MM    MM
2023 11 14 15 24  10  8.2 12.9    MM    MM    MM  MM 1025.1  11.4  13.1    MM   MM   MM    MM
2023 11 14 15 18  10  7.7 10.8    MM    MM    MM  MM 1025.1  11.3  13.1    MM   MM   MM    MM
2023 11 14 15 12 360  8.2  9.8    MM    MM    MM  MM 1025.2  11.3  13.0    MM   MM   MM    MM
2023 11 14 15 06 360  8.2 10.8    MM    MM    MM  MM 1025.2  11.3  13.0    MM   MM   MM    MM
2023 11 14 15 00 360  7.7 11.8    MM    MM    MM  MM 1025.2  11.2  13.0    MM   MM +1.7    MM
2023 11 14 14 54 360  8.8 11.8    MM    MM    MM  MM 1025.1  11.1  13.0    MM   MM   MM    MM
2023 11 14 14 48 360  6.7  9.8    MM    MM    MM  MM 1025.2  11.1  13.0    MM   MM   MM    MM
2023 11 14 14 42  10  7.7 10.8    MM    MM    MM  MM 1025.1  10.9  13.0    MM   MM   MM    MM
2023 11 14 14 36 350  7.7 10.3    MM    MM    MM  MM 1025.2  11.0  13.0    MM   MM   MM    MM
2023 11 14 14 30 350  8.2  9.8    MM    MM    MM  MM 1025.1  10.8  13.0    MM   MM   MM    MM
2023 11 14 14 24 350  8.8 10.3    MM    MM    MM  MM 1025.0  10.9  13.0    MM   MM   MM    MM
2023 11 14 14 18  10  7.7  9.8    MM    MM    MM  MM 1025.0  10.9  13.0    MM   MM   MM    MM
2023 11 14 14 12 350  8.8 11.8    MM    MM    MM  MM 1024.9  10.8  13.0    MM   MM   MM    MM
2023 11 14 14 06 350  8.2  9.8    MM    MM    MM  MM 1024.9  10.5  13.0    MM   MM   MM    MM
2023 11 14 14 00 360  7.7 10.3    MM    MM    MM  MM 1024.8  10.5  13.0    MM   MM +2.2    MM
2023 11 14 13 54 350  7.7 10.8    MM    MM    MM  MM 1024.9  10.5  13.0    MM   MM   MM    MM
2023 11 14 13 48 360  8.2 10.3    MM    MM    MM  MM 1024.9  10.3  13.0    MM   MM   MM    MM
2023 11 14 13 42 350  8.2 10.8    MM    MM    MM  MM 1024.8  10.2  13.0    MM   MM   MM    MM
2023 11 14 13 36 350  9.3 11.8    MM    MM    MM  MM 1024.7  10.1  13.0    MM   MM   MM    MM
2023 11 14 13 30 350  7.2  9.8    MM    MM    MM  MM 1024.8  10.0  13.0    MM   MM   MM    MM
2023 11 14 13 24 350  7.7 11.3    MM    MM    MM  MM 1024.8   9.9  13.0    MM   MM   MM    MM
2023 11 14 13 18 340  7.7 10.3    MM    MM    MM  MM 1024.7   9.8  13.0    MM   MM   MM    MM
2023 11 14 13 12 350  6.7  8.2    MM    MM    MM  MM 1024.7   9.6  13.0    MM   MM   MM    MM
2023 11 14 13 06 340  5.7  8.2    MM    MM    MM  MM 1024.7   8.8  13.0    MM   MM   MM    MM
2023 11 14 13 00 330  5.7  6.7    MM    MM    MM  MM 1024.6   8.4  13.0    MM   MM +2.7    MM
2023 11 14 12 54 330  4.6  5.7    MM    MM    MM  MM 1024.5   8.1  13.0    MM   MM   MM    MM
2023 11 14 12 48 330  4.6  6.2    MM    MM    MM  MM 1024.4   8.2  13.0    MM   MM   MM    MM
2023 11 14 12 42 330  5.1  6.2    MM    MM    MM  MM 1024.3   8.3  13.0    MM   MM   MM    MM
2023 11 14 12 36 320  5.1  6.7    MM    MM    MM  MM 1024.2   8.1  13.2    MM   MM   MM    MM
2023 11 14 12 30 320  4.6  6.7    MM    MM    MM  MM 1024.1   8.1  13.2    MM   MM   MM    MM
2023 11 14 12 24 320  5.1  6.2    MM    MM    MM  MM 1024.0   8.0  13.2    MM   MM   MM    MM
2023 11 14 12 18 310  4.6  6.2    MM    MM    MM  MM 1023.8   7.9  13.1    MM   MM   MM    MM
2023 11 14 12 12 310  4.6  6.2    MM    MM    MM  MM 1023.8   7.9  13.1    MM   MM   MM    MM
2023 11 14 12 06 310  4.6  5.7    MM    MM    MM  MM 1023.6   7.9  13.1    MM   MM   MM    MM
2023 11 14 12 00 310  4.6  6.2    MM    MM    MM  MM 1023.5   7.6  13.0    MM   MM +2.0    MM
2023 11 14 11 54 320  4.1  5.1    MM    MM    MM  MM 1023.4   7.7  13.0    MM   MM   MM    MM
2023 11 14 11 48 310  4.1  6.2    MM    MM    MM  MM 1023.3   7.6  12.9    MM   MM   MM    MM
2023 11 14 11 42 310  4.1  5.7    MM    MM    MM  MM 1023.2   7.6  12.9    MM   MM   MM    MM
2023 11 14 11 36 310  4.1  5.7    MM    MM    MM  MM 1023.1   7.7  12.9    MM   MM   MM    MM
2023 11 14 11 30 310  4.1  5.1    MM    MM    MM  MM 1023.0   7.8  12.9    MM   MM   MM    MM
2023 11 14 11 24 310  4.1  5.1    MM    MM    MM  MM 1022.9   7.9  12.8    MM   MM   MM    MM
2023 11 14 11 18 310  3.6  5.1    MM    MM    MM  MM 1022.8   7.9  12.6    MM   MM   MM    MM
2023 11 14 11 12 320  3.6  5.1    MM    MM    MM  MM 1022.7   7.9  12.6    MM   MM   MM    MM
2023 11 14 11 06 320  3.6  4.6    MM    MM    MM  MM 1022.7   8.0  12.5    MM   MM   MM    MM
2023 11 14 11 00 310  4.1  5.1    MM    MM    MM  MM 1022.6   8.0  12.5    MM   MM +1.2    MM
2023 11 14 10 54 310  3.6  5.1    MM    MM    MM  MM 1022.6   8.0  12.5    MM   MM   MM    MM
2023 11 14 10 48 310  3.6  4.6    MM    MM    MM  MM 1022.5   7.8  12.5    MM   MM   MM    MM
2023 11 14 10 42 310  4.1  5.7    MM    MM    MM  MM 1022.4   7.9  12.5    MM   MM   MM    MM
2023 11 14 10 36 310  3.6  4.6    MM    MM    MM  MM 1022.3   7.9  12.4    MM   MM   MM    MM
2023 11 14 10 30 310  4.1  5.1    MM    MM    MM  MM 1022.3   7.8  12.4    MM   MM   MM    MM
2023 11 14 10 24 310  3.6  4.6    MM    MM    MM  MM 1022.2   7.9  12.4    MM   MM   MM    MM
2023 11 14 10 18 310  3.6  4.1    MM    MM    MM  MM 1022.1   7.9  12.4    MM   MM   MM    MM
2023 11 14 10 12 310  3.1  4.1    MM    MM    MM  MM 1022.0   7.8  12.4    MM   MM   MM    MM
2023 11 14 10 06 300  3.1  4.1    MM    MM    MM  MM 1021.9   8.0  12.4    MM   MM   MM    MM
2023 11 14 10 00 310  3.6  4.1    MM    MM    MM  MM 1021.9   8.0  12.4    MM   MM +0.5    MM
2023 11 14 09 54 300  3.1  3.6    MM    MM    MM  MM 1021.8   8.3  12.4    MM   MM   MM    MM
2023 11 14 09 48 310  3.1  4.1    MM    MM    MM  MM 1021.7   8.2  12.4    MM   MM   MM    MM
2023 11 14 09 42 310  3.1  4.1    MM    MM    MM  MM 1021.6   8.1  12.4    MM   MM   MM    MM
2023 11 14 09 36 310  3.1  4.1    MM    MM    MM  MM 1021.7   8.0  12.5    MM   MM   MM    MM
2023 11 14 09 30 300  4.1  5.1    MM    MM    MM  MM 1021.6   8.0  12.5    MM   MM   MM    MM
2023 11 14 09 24 300  3.6  4.6    MM    MM    MM  MM 1021.6   7.9  12.5    MM   MM   MM    MM
2023 11 14 09 18 300  3.1  4.6    MM    MM    MM  MM 1021.5   7.9  12.5    MM   MM   MM    MM
2023 11 14 09 12 300  3.1  4.1    MM    MM    MM  MM 1021.5   8.0  12.6    MM   MM   MM    MM
2023 11 14 09 06 300  3.1  4.6    MM    MM    MM  MM 1021.4   8.0  12.6    MM   MM   MM    MM
2023 11 14 09 00 300  3.6  4.6    MM    MM    MM  MM 1021.5   8.0  12.7    MM   MM +0.0    MM
2023 11 14 08 54 300  3.6  4.1    MM    MM    MM  MM 1021.4   8.2  12.7    MM   MM   MM    MM
2023 11 14 08 48 300  3.6  4.1    MM    MM    MM  MM 1021.4   8.3  12.7    MM   MM   MM    MM
2023 11 14 08 42 300  3.1  4.1    MM    MM    MM  MM 1021.4   8.2  12.7    MM   MM   MM    MM
2023 11 14 08 36 310  2.6  3.1    MM    MM    MM  MM 1021.4   8.3  12.8    MM   MM   MM    MM
2023 11 14 08 30 300  2.6  3.1    MM    MM    MM  MM 1021.4   8.4  12.8    MM   MM   MM    MM
2023 11 14 08 24 320  2.1  2.6    MM    MM    MM  MM 1021.3   8.0  12.8    MM   MM   MM    MM
2023 11 14 08 18 320  2.6  2.6    MM    MM    MM  MM 1021.3   8.5  12.9    MM   MM   MM    MM
2023 11 14 08 12 330  2.6  3.1    MM    MM    MM  MM 1021.3   8.4  12.8    MM   MM   MM    MM
2023 11 14 08 06 320  2.6  3.6    MM    MM    MM  MM 1021.4   8.4  12.9    MM   MM   MM    MM
2023 11 14 08 00 330  3.1  4.1    MM    MM    MM  MM 1021.4   8.5  13.0    MM   MM +0.0    MM
2023 11 14 07 54 330  3.6  4.1    MM    MM    MM  MM 1021.4   8.6  13.0    MM   MM   MM    MM
2023 11 14 07 48 330  4.1  5.7    MM    MM    MM  MM 1021.5    MM  13.1    MM   MM   MM    MM
2023 11 14 07 42 320  3.6  4.1    MM    MM    MM  MM 1021.5    MM  13.1    MM   MM   MM    MM
2023 11 14 07 36 320  3.1  4.1    MM    MM    MM  MM 1021.5    MM  13.2    MM   MM   MM    MM
2023 11 14 07 30 320  3.6  4.1    MM    MM    MM  MM 1021.5   8.6  13.2    MM   MM   MM    MM
2023 11 14 07 24 320  4.1  5.7    MM    MM    MM  MM 1021.3   8.9  13.2    MM   MM   MM    MM
2023 11 14 07 18 330  4.6  5.7    MM    MM    MM  MM 1021.3   8.9  13.2    MM   MM   MM    MM
2023 11 14 07 12 330  5.1  6.2    MM    MM    MM  MM 1021.3   9.1  13.3    MM   MM   MM    MM
2023 11 14 07 06 330  5.1  7.2    MM    MM    MM  MM 1021.3   9.3  13.4    MM   MM   MM    MM
2023 11 14 07 00 330  5.1  6.2    MM    MM    MM  MM 1021.4   9.3  13.4    MM   MM +0.0    MM
2023 11 14 06 54 330  5.1  6.7    MM    MM    MM  MM 1021.4   9.3  13.5    MM   MM   MM    MM
2023 11 14 06 48 330  5.1  6.7    MM    MM    MM  MM 1021.4   8.9  13.6    MM   MM   MM    MM
2023 11 14 06 42 320  5.1  6.2    MM    MM    MM  MM 1021.5   8.7  13.7    MM   MM   MM    MM
2023 11 14 06 36 320  5.1  7.2    MM    MM    MM  MM 1021.5   8.3  13.7    MM   MM   MM    MM
2023 11 14 06 30 310  4.1  5.7    MM    MM    MM  MM 1021.5   8.3  13.8    MM   MM   MM    MM
2023 11 14 06 24 310  5.1  6.7    MM    MM    MM  MM 1021.5   8.2  13.9    MM   MM   MM    MM
2023 11 14 06 18 300  5.1  6.7    MM    MM    MM  MM 1021.6   8.3  14.0    MM   MM   MM    MM
2023 11 14 06 12 300  4.6  6.2    MM    MM    MM  MM 1021.5   8.3  14.0    MM   MM   MM    MM
2023 11 14 06 06 300  4.1  6.2    MM    MM    MM  MM 1021.4   8.4  14.0    MM   MM   MM    MM
2023 11 14 06 00 300  4.1  5.1    MM    MM    MM  MM 1021.3   8.3  14.0    MM   MM -0.4    MM
2023 11 14 05 54 290  3.6  5.7    MM    MM    MM  MM 1021.4   8.2  14.0    MM   MM   MM    MM
2023 11 14 05 48 290  4.1  5.1    MM    MM    MM  MM 1021.3   8.1  14.0    MM   MM   MM    MM
2023 11 14 05 42 290  4.1  5.1    MM    MM    MM  MM 1021.3   8.0  14.0    MM   MM   MM    MM
2023 11 14 05 36 290  4.6  6.2    MM    MM    MM  MM 1021.3   7.9  14.0    MM   MM   MM    MM
2023 11 14 05 30 290  4.6  5.7    MM    MM    MM  MM 1021.3   7.8  14.0    MM   MM   MM    MM
2023 11 14 05 24 290  4.6  6.2    MM    MM    MM  MM 1021.3   8.0  14.0    MM   MM   MM    MM
2023 11 14 05 18 290  5.1  6.2    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM   MM    MM
2023 11 14 05 12 290  4.6  6.2    MM    MM    MM  MM 1021.3   8.2  14.1    MM   MM   MM    MM
2023 11 14 05 06 290  4.6  5.7    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM   MM    MM
2023 11 14 05 00 290  4.1  5.7    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM -0.3    MM
2023 11 14 04 54 290  4.1  4.6    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM   MM    MM
2023 11 14 04 48 280  4.1  5.1    MM    MM    MM  MM 1021.3   8.0  14.1    MM   MM   MM    MM
2023 11 14 04 42 280  3.6  5.1    MM    MM    MM  MM 1021.3   8.0  14.1    MM   MM   MM    MM
2023 11 14 04 36 280  3.1  4.1    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM   MM    MM
2023 11 14 04 30 280  3.1  3.6    MM    MM    MM  MM 1021.2   8.0  14.1    MM   MM   MM    MM
2023 11 14 04 24 270  3.1  3.6    MM    MM    MM  MM 1021.2   8.0  14.1    MM   MM   MM    MM
2023 11 14 04 18 270  3.1  3.6    MM    MM    MM  MM 1021.2   8.0  14.1    MM   MM   MM    MM
2023 11 14 04 12 270  3.1  4.1    MM    MM    MM  MM 1021.2   8.1  14.0    MM   MM   MM    MM
2023 11 14 04 06 270  2.6  3.6    MM    MM    MM  MM 1021.2   8.0  14.0    MM   MM   MM    MM
2023 11 14 04 00 270  3.1  4.1    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM +0.0    MM
2023 11 14 03 54 270  3.1  3.6    MM    MM    MM  MM 1021.3   7.8  14.1    MM   MM   MM    MM
2023 11 14 03 48 270  3.1  4.1    MM    MM    MM  MM 1021.2   8.0  14.1    MM   MM   MM    MM
2023 11 14 03 42 270  3.1  4.1    MM    MM    MM  MM 1021.3   8.0  14.1    MM   MM   MM    MM
2023 11 14 03 36 280  3.6  4.1    MM    MM    MM  MM 1021.4   8.0  14.1    MM   MM   MM    MM
2023 11 14 03 30 270  3.6  4.6    MM    MM    MM  MM 1021.4   8.1  14.1    MM   MM   MM    MM
2023 11 14 03 24 280  3.6  4.1    MM    MM    MM  MM 1021.4   8.0  14.1    MM   MM   MM    MM
2023 11 14 03 18 280  3.6  4.6    MM    MM    MM  MM 1021.6   8.1  14.1    MM   MM   MM    MM
2023 11 14 03 12 280  3.6  4.6    MM    MM    MM  MM 1021.7   8.1  14.1    MM   MM   MM    MM
2023 11 14 03 06 280  3.6  4.1    MM    MM    MM  MM 1021.7   8.1  14.1    MM   MM   MM    MM
2023 11 14 03 00 280  3.6  4.1    MM    MM    MM  MM 1021.7   8.0  14.1    MM   MM   MM    MM
2023 11 14 02 54 280  3.1  4.1    MM    MM    MM  MM 1021.7   8.2  14.1    MM   MM   MM    MM
2023 11 14 02 48 280  3.1  3.6    MM    MM    MM  MM 1021.7   8.3  14.1    MM   MM   MM    MM
2023 11 14 02 42 280  3.6  4.1    MM    MM    MM  MM 1021.8   8.2  14.1    MM   MM   MM    MM
2023 11 14 02 36 280  3.1  4.1    MM    MM    MM  MM 1021.7   8.0  14.1    MM   MM   MM    MM
2023 11 14 02 30 280  3.1  3.6    MM    MM    MM  MM 1021.7   8.0  14.1    MM   MM   MM    MM
2023 11 14 02 24 280  2.6  3.6    MM    MM    MM  MM 1021.6   8.1  14.1    MM   MM   MM    MM
2023 11 14 02 18 280  3.1  4.1    MM    MM    MM  MM 1021.7   8.1  14.1    MM   MM   MM    MM
2023 11 14 02 12 270  3.1  3.6    MM    MM    MM  MM 1021.7   8.1  14.1    MM   MM   MM    MM
2023 11 14 02 06 270  3.1  3.6    MM    MM    MM  MM 1021.6   8.1  14.1    MM   MM   MM    MM
2023 11 14 02 00 270  3.1  4.1    MM    MM    MM  MM 1021.6   8.3  14.1    MM   MM +0.0    MM
2023 11 14 01 54 270  2.6  3.1    MM    MM    MM  MM 1021.5   8.4  14.1    MM   MM   MM    MM
2023 11 14 01 48 270  2.6  3.1    MM    MM    MM  MM 1021.4   8.0  14.1    MM   MM   MM    MM
2023 11 14 01 42 280  2.6  3.1    MM    MM    MM  MM 1021.4   8.2  14.1    MM   MM   MM    MM
2023 11 14 01 36 270  2.6  3.6    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM   MM    MM
2023 11 14 01 30 270  3.1  3.6    MM    MM    MM  MM 1021.3   8.1  14.1    MM   MM   MM    MM
2023 11 14 01 24 270  3.1  3.6    MM    MM    MM  MM 1021.3   8.3  14.1    MM   MM   MM    MM
2023 11 14 01 18 280  2.6  3.6    MM    MM    MM  MM 1021.4   8.1  14.1    MM   MM   MM    MM
2023 11 14 01 12 280  2.6  3.6    MM    MM    MM  MM 1021.4   8.2  14.1    MM   MM   MM    MM
2023 11 14 01 06 280  2.6  3.6    MM    MM    MM  MM 1021.4   8.3  14.1    MM   MM   MM    MM
2023 11 14 01 00 280  2.6  3.1    MM    MM    MM  MM 1021.4   8.4  14.1    MM   MM +0.0    MM
2023 11 14 00 54 280  2.6  3.6    MM    MM    MM  MM 1021.4   8.6  14.0    MM   MM   MM    MM
2023 11 14 00 48 280  2.6  3.6    MM    MM    MM  MM 1021.4   8.7  14.0    MM   MM   MM    MM
2023 11 14 00 42 270  3.1  4.1    MM    MM    MM  MM 1021.5   8.6  14.0    MM   MM   MM    MM
2023 11 14 00 36 270  3.1  4.1    MM    MM    MM  MM 1021.4   8.8  14.0    MM   MM   MM    MM
2023 11 14 00 30 270  3.1  4.1    MM    MM    MM  MM 1021.4   8.9  14.0    MM   MM   MM    MM
2023 11 14 00 24 270  3.1  3.6    MM    MM    MM  MM 1021.5   8.8  14.0    MM   MM   MM    MM
2023 11 14 00 18 270  2.6  3.1    MM    MM    MM  MM 1021.4   8.9  14.0    MM   MM   MM    MM
2023 11 14 00 12 260  2.6  3.6    MM    MM    MM  MM 1021.4   9.0  14.0    MM   MM   MM    MM
2023 11 14 00 06 260  3.1  3.6    MM    MM    MM  MM 1021.4   8.9  14.0    MM   MM   MM    MM
2023 11 14 00 00 260  2.6  3.1    MM    MM    MM  MM     MM   8.9  14.0    MM   MM   MM    MM
2023 11 13 23 54 260  2.6  3.1    MM    MM    MM  MM     MM   9.0  14.0    MM   MM   MM    MM
2023 11 13 23 48 250  2.6  4.1    MM    MM    MM  MM 1021.4   9.0  14.0    MM   MM   MM    MM
2023 11 13 23 42 240  2.6  3.6    MM    MM    MM  MM 1021.4   9.2  14.0    MM   MM   MM    MM
2023 11 13 23 36 250  3.1  3.1    MM    MM    MM  MM 1021.5   9.2  13.9    MM   MM   MM    MM
2023 11 13 23 30 260  2.6  3.1    MM    MM    MM  MM 1021.5   9.2  13.9    MM   MM   MM    MM
2023 11 13 23 24 260  2.6  3.1    MM    MM    MM  MM 1021.5   9.3  13.8    MM   MM   MM    MM
2023 11 13 23 00 240  3.6  4.6    MM    MM    MM  MM 1021.7   9.8  13.8    MM   MM -0.4    MM
2023 11 13 22 54 230  4.1  5.1    MM    MM    MM  MM 1021.4   9.8  13.8    MM   MM   MM    MM
2023 11 13 22 48 230  3.6  5.1    MM    MM    MM  MM 1021.4   9.7  13.8    MM   MM   MM    MM
2023 11 13 22 42 240  4.1  4.6    MM    MM    MM  MM 1021.4   9.7  13.8    MM   MM   MM    MM
2023 11 13 22 36 230  3.6  4.6    MM    MM    MM  MM 1021.4   9.7  13.8    MM   MM   MM    MM
2023 11 13 22 30 240  3.6  4.6    MM    MM    MM  MM 1021.4   9.7  13.8    MM   MM   MM    MM
2023 11 13 22 24 240  3.6  4.6    MM    MM    MM  MM 1021.4   9.7  13.8    MM   MM   MM    MM
2023 11 13 22 18 240  3.6  4.1    MM    MM    MM  MM 1021.3   9.7  13.8    MM   MM   MM    MM
2023 11 13 22 12 240  3.6  4.1    MM    MM    MM  MM 1021.3   9.7  13.9    MM   MM   MM    MM
2023 11 13 22 06 230  3.6  4.1    MM    MM    MM  MM 1021.2   9.9  13.9    MM   MM   MM    MM
2023 11 13 22 00 230  3.6  4.1    MM    MM    MM  MM 1021.2   9.8  13.9    MM   MM -1.7    MM
2023 11 13 21 54 230  3.6  4.1    MM    MM    MM  MM 1021.2   9.8  13.9    MM   MM   MM    MM
2023 11 13 21 48 230  3.1  3.6    MM    MM    MM  MM 1021.2   9.9  13.9    MM   MM   MM    MM
2023 11 13 21 42 210  4.1  5.1    MM    MM    MM  MM 1021.3  10.2  13.9    MM   MM   MM    MM
2023 11 13 21 36 220  3.6  4.6    MM    MM    MM  MM 1021.3  10.3  13.9    MM   MM   MM    MM
2023 11 13 21 30 210  3.6  4.6    MM    MM    MM  MM 1021.3  10.2  13.9    MM   MM   MM    MM
2023 11 13 21 24 190  3.6  4.6    MM    MM    MM  MM 1021.3  10.2  13.9    MM   MM   MM    MM
2023 11 13 21 18 190  2.6  3.6    MM    MM    MM  MM 1021.2  10.1  13.9    MM   MM   MM    MM
2023 11 13 21 12 180  2.6  3.6    MM    MM    MM  MM 1021.2  10.0  14.0    MM   MM   MM    MM
2023 11 13 21 06 190  2.1  3.6    MM    MM    MM  MM 1021.3  10.3  14.0    MM   MM   MM    MM
2023 11 13 21 00 190  2.1  3.1    MM    MM    MM  MM 1021.4  10.2  14.0    MM   MM -2.5    MM
2023 11 13 20 54 190  2.1  2.6    MM    MM    MM  MM 1021.5  10.3  14.0    MM   MM   MM    MM
2023 11 13 20 48 180  2.1  3.1    MM    MM    MM  MM 1021.5  10.2  14.0    MM   MM   MM    MM
2023 11 13 20 42 190  2.1  3.1    MM    MM    MM  MM 1021.5  10.2  14.0    MM   MM   MM    MM
2023 11 13 20 36 170  2.1  2.6    MM    MM    MM  MM 1021.5  10.3  14.0    MM   MM   MM    MM
2023 11 13 20 30 180  2.1  3.1    MM    MM    MM  MM 1021.6  10.1  14.0    MM   MM   MM    MM
2023 11 13 20 24 180  1.5  2.6    MM    MM    MM  MM 1021.7  10.3  14.0    MM   MM   MM    MM
2023 11 13 20 18 190  1.5  2.6    MM    MM    MM  MM 1021.7  10.5  14.0    MM   MM   MM    MM
2023 11 13 20 12 180  1.5  2.6    MM    MM    MM  MM 1021.8  10.2  14.0    MM   MM   MM    MM
2023 11 13 20 06 170  1.5  2.6    MM    MM    MM  MM 1022.0  10.2  14.0    MM   MM   MM    MM
2023 11 13 20 00 170  1.5  2.6    MM    MM    MM  MM 1022.1  10.4  14.0    MM   MM -3.1    MM
2023 11 13 19 54 150  1.5  2.6    MM    MM    MM  MM 1022.2  10.4  14.0    MM   MM   MM    MM
