#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 10 25 09 18 220  1.5  1.5    MM    MM    MM  MM 1026.3  14.9  16.9    MM   MM   MM    MM
2023 10 25 09 12 240  1.5  2.1    MM    MM    MM  MM 1026.2  14.9  16.8    MM   MM   MM    MM
2023 10 25 09 06 240  2.1  2.1    MM    MM    MM  MM 1026.2  14.9  16.8    MM   MM   MM    MM
2023 10 25 09 00 240  2.1  2.1    MM    MM    MM  MM 1026.1  14.9  16.8    MM   MM -0.5    MM
2023 10 25 08 54 240  2.1  2.1    MM    MM    MM  MM 1026.1  14.9  16.8    MM   MM   MM    MM
2023 10 25 08 48 240  2.1  2.6    MM    MM    MM  MM 1026.0  15.0  16.8    MM   MM   MM    MM
2023 10 25 08 42 240  2.1  2.6    MM    MM    MM  MM 1026.0  14.9  16.8    MM   MM   MM    MM
2023 10 25 08 36 240  2.1  2.6    MM    MM    MM  MM 1025.9  14.9  16.8    MM   MM   MM    MM
2023 10 25 08 30 240  2.1  2.6    MM    MM    MM  MM 1025.9  14.9  16.8    MM   MM   MM    MM
2023 10 25 08 24 230  1.5  2.6    MM    MM    MM  MM 1025.9  14.9  16.8    MM   MM   MM    MM
2023 10 25 08 18 240  1.5  2.1    MM    MM    MM  MM 1025.9  14.9  16.7    MM   MM   MM    MM
2023 10 25 08 12 240  2.1  2.6    MM    MM    MM  MM 1025.9  14.9  16.7    MM   MM   MM    MM
2023 10 25 08 06 230  2.1  2.6    MM    MM    MM  MM 1025.9  15.0  16.7    MM   MM   MM    MM
2023 10 25 08 00 240  2.1  2.1    MM    MM    MM  MM 1025.9  15.0  16.6    MM   MM -0.8    MM
2023 10 25 07 54 240  2.1  2.6    MM    MM    MM  MM 1026.0  15.0  16.6    MM   MM   MM    MM
2023 10 25 07 48 230  1.5  2.1    MM    MM    MM  MM 1026.1  15.0  16.4    MM   MM   MM    MM
2023 10 25 07 42 240  2.1  2.6    MM    MM    MM  MM 1026.1  15.0  16.3    MM   MM   MM    MM
2023 10 25 07 36 240  2.1  2.6    MM    MM    MM  MM 1026.1  14.9  16.3    MM   MM   MM    MM
2023 10 25 07 30 240  2.1  2.6    MM    MM    MM  MM 1026.1  14.8  16.2    MM   MM   MM    MM
2023 10 25 07 24 240  2.6  3.1    MM    MM    MM  MM 1026.0  14.8  16.2    MM   MM   MM    MM
2023 10 25 07 18 240  2.6  3.1    MM    MM    MM  MM 1026.1  14.8  16.2    MM   MM   MM    MM
2023 10 25 07 12 240  2.6  2.6    MM    MM    MM  MM 1026.1  14.7  16.2    MM   MM   MM    MM
2023 10 25 07 06 230  2.1  2.6    MM    MM    MM  MM 1026.1  14.5  16.2    MM   MM   MM    MM
2023 10 25 07 00 230  2.1  2.6    MM    MM    MM  MM 1026.1  14.3  16.2    MM   MM -0.7    MM
2023 10 25 06 54 220  2.1  2.6    MM    MM    MM  MM 1026.2  14.4  16.2    MM   MM   MM    MM
2023 10 25 06 48 230  2.1  2.6    MM    MM    MM  MM 1026.3  14.6  16.2    MM   MM   MM    MM
2023 10 25 06 42 230  2.6  3.1    MM    MM    MM  MM 1026.4  14.2  16.3    MM   MM   MM    MM
2023 10 25 06 36 230  2.6  3.1    MM    MM    MM  MM 1026.4  14.2  16.3    MM   MM   MM    MM
2023 10 25 06 30 220  2.6  2.6    MM    MM    MM  MM 1026.5  14.3  16.3    MM   MM   MM    MM
2023 10 25 06 24 230  2.1  2.6    MM    MM    MM  MM 1026.5  14.5  16.3    MM   MM   MM    MM
2023 10 25 06 18 230  2.1  2.6    MM    MM    MM  MM 1026.6  14.8  16.3    MM   MM   MM    MM
2023 10 25 06 12 240  2.1  2.6    MM    MM    MM  MM 1026.6  14.7  16.3    MM   MM   MM    MM
2023 10 25 06 06 250  2.1  2.6    MM    MM    MM  MM 1026.7  14.8  16.4    MM   MM   MM    MM
2023 10 25 06 00 250  2.1  2.1    MM    MM    MM  MM 1026.6  14.7  16.4    MM   MM -0.4    MM
2023 10 25 05 54 250  2.1  2.6    MM    MM    MM  MM 1026.5  14.7  16.4    MM   MM   MM    MM
2023 10 25 05 48 250  2.6  3.1    MM    MM    MM  MM 1026.5  14.6  16.4    MM   MM   MM    MM
2023 10 25 05 42 230  2.1  2.6    MM    MM    MM  MM 1026.4  14.5  16.4    MM   MM   MM    MM
2023 10 25 05 36 240  2.1  2.6    MM    MM    MM  MM 1026.5  14.6  16.5    MM   MM   MM    MM
2023 10 25 05 30 230  2.1  2.6    MM    MM    MM  MM 1026.5  14.4  16.5    MM   MM   MM    MM
2023 10 25 05 24 230  2.1  2.6    MM    MM    MM  MM 1026.4  14.4  16.5    MM   MM   MM    MM
2023 10 25 05 18 230  2.1  2.6    MM    MM    MM  MM 1026.4  14.5  16.5    MM   MM   MM    MM
2023 10 25 05 12 230  1.5  2.1    MM    MM    MM  MM 1026.5  14.5  16.5    MM   MM   MM    MM
2023 10 25 05 06 240  1.5  2.1    MM    MM    MM  MM 1026.6  14.5  16.6    MM   MM   MM    MM
2023 10 25 05 00 250  2.1  2.1    MM    MM    MM  MM 1026.7  14.5  16.6    MM   MM -0.3    MM
2023 10 25 04 54 250  1.5  2.1    MM    MM    MM  MM 1026.6  14.5  16.6    MM   MM   MM    MM
2023 10 25 04 48 250  1.5  2.1    MM    MM    MM  MM 1026.6  14.7  16.7    MM   MM   MM    MM
2023 10 25 04 42 240  1.5  1.5    MM    MM    MM  MM 1026.6  14.7  16.7    MM   MM   MM    MM
2023 10 25 04 36 240  1.5  1.5    MM    MM    MM  MM 1026.6  14.9  16.7    MM   MM   MM    MM
2023 10 25 04 30 240  1.5  2.1    MM    MM    MM  MM 1026.7  14.9  16.8    MM   MM   MM    MM
2023 10 25 04 24 240  1.5  1.5    MM    MM    MM  MM 1026.7  15.0  16.8    MM   MM   MM    MM
2023 10 25 04 18 240  1.5  1.5    MM    MM    MM  MM 1026.7  15.1  16.9    MM   MM   MM    MM
2023 10 25 04 12 230  1.5  1.5    MM    MM    MM  MM 1026.7  15.0  16.9    MM   MM   MM    MM
2023 10 25 04 06 230  1.5  1.5    MM    MM    MM  MM 1026.8  14.9  16.9    MM   MM   MM    MM
2023 10 25 04 00 240  1.0  1.5    MM    MM    MM  MM 1026.8  15.0  16.9    MM   MM +0.0    MM
2023 10 25 03 54 240  1.0  1.5    MM    MM    MM  MM 1026.9  14.9  16.9    MM   MM   MM    MM
2023 10 25 03 48 240  1.5  2.1    MM    MM    MM  MM 1026.8  15.0  16.9    MM   MM   MM    MM
2023 10 25 03 42 240  1.5  2.1    MM    MM    MM  MM 1026.8  15.0  16.9    MM   MM   MM    MM
2023 10 25 03 36 230  1.5  1.5    MM    MM    MM  MM 1026.9  15.0  17.0    MM   MM   MM    MM
2023 10 25 03 30 230  1.5  2.1    MM    MM    MM  MM 1026.9  14.9  17.0    MM   MM   MM    MM
2023 10 25 03 24 240  2.1  2.1    MM    MM    MM  MM 1026.9  15.0  17.0    MM   MM   MM    MM
2023 10 25 03 18 240  1.5  2.1    MM    MM    MM  MM 1026.9  15.1  17.0    MM   MM   MM    MM
2023 10 25 03 12 240  1.5  2.6    MM    MM    MM  MM 1026.9  15.2  17.0    MM   MM   MM    MM
2023 10 25 03 06 230  1.5  2.1    MM    MM    MM  MM 1026.9  15.3  17.0    MM   MM   MM    MM
2023 10 25 03 00 240  1.5  2.1    MM    MM    MM  MM 1027.0  15.3  17.0    MM   MM +0.3    MM
2023 10 25 02 54 240  1.5  2.1    MM    MM    MM  MM 1027.0  15.4  17.0    MM   MM   MM    MM
2023 10 25 02 48 240  1.5  2.1    MM    MM    MM  MM 1027.1  15.4  17.0    MM   MM   MM    MM
2023 10 25 02 42 250  1.5  2.1    MM    MM    MM  MM 1027.1  15.3  17.0    MM   MM   MM    MM
2023 10 25 02 36 240  2.1  2.6    MM    MM    MM  MM 1027.1  15.4  17.0    MM   MM   MM    MM
2023 10 25 02 30 230  3.6  4.1    MM    MM    MM  MM 1027.0  15.6  17.0    MM   MM   MM    MM
2023 10 25 02 24 220  3.1  3.6    MM    MM    MM  MM 1027.0  15.7  17.0    MM   MM   MM    MM
2023 10 25 02 18 220  2.6  3.1    MM    MM    MM  MM 1026.9  15.5  17.0    MM   MM   MM    MM
2023 10 25 02 12 220  2.6  3.1    MM    MM    MM  MM 1026.9  15.4  17.0    MM   MM   MM    MM
2023 10 25 02 06 220  2.6  2.6    MM    MM    MM  MM 1026.9  15.3  17.0    MM   MM   MM    MM
2023 10 25 02 00 220  2.1  2.6    MM    MM    MM  MM 1027.0  15.2  17.0    MM   MM +0.5    MM
2023 10 25 01 54 220  2.6  3.1    MM    MM    MM  MM 1026.9  15.2  17.0    MM   MM   MM    MM
2023 10 25 01 48 220  3.1  3.6    MM    MM    MM  MM 1026.9  15.2  17.0    MM   MM   MM    MM
2023 10 25 01 42 220  3.1  3.6    MM    MM    MM  MM 1026.9  15.2  17.0    MM   MM   MM    MM
2023 10 25 01 36 230  2.6  3.1    MM    MM    MM  MM 1026.9  15.2  17.0    MM   MM   MM    MM
2023 10 25 01 30 220  3.1  3.6    MM    MM    MM  MM 1026.8  15.3  17.0    MM   MM   MM    MM
2023 10 25 01 24 220  3.1  3.6    MM    MM    MM  MM 1026.8  15.3  17.0    MM   MM   MM    MM
2023 10 25 01 18 220  2.6  3.1    MM    MM    MM  MM 1026.8  15.2  17.1    MM   MM   MM    MM
2023 10 25 01 12 220  2.1  2.6    MM    MM    MM  MM 1026.8  15.2  17.1    MM   MM   MM    MM
2023 10 25 01 06 230  2.6  3.1    MM    MM    MM  MM 1026.8  15.4  17.1    MM   MM   MM    MM
2023 10 25 01 00 230  2.1  2.6    MM    MM    MM  MM 1026.7  15.5  17.1    MM   MM +0.0    MM
2023 10 25 00 54 240  2.1  2.6    MM    MM    MM  MM 1026.7  15.5  17.1    MM   MM   MM    MM
2023 10 25 00 48 250  2.6  3.1    MM    MM    MM  MM 1026.7  15.5  17.1    MM   MM   MM    MM
2023 10 25 00 42 240  2.6  2.6    MM    MM    MM  MM 1026.7  15.6  17.1    MM   MM   MM    MM
2023 10 25 00 36 240  2.6  2.6    MM    MM    MM  MM 1026.6  15.6  17.1    MM   MM   MM    MM
2023 10 25 00 30 240  2.6  3.1    MM    MM    MM  MM 1026.6  15.7  17.1    MM   MM   MM    MM
2023 10 25 00 24 240  2.6  3.1    MM    MM    MM  MM 1026.7  15.7  17.1    MM   MM   MM    MM
2023 10 25 00 18 230  3.1  3.6    MM    MM    MM  MM 1026.6  15.6    MM    MM   MM   MM    MM
2023 10 25 00 12 230  3.1  3.6    MM    MM    MM  MM 1026.6  15.7    MM    MM   MM   MM    MM
2023 10 25 00 06 230  3.1  3.6    MM    MM    MM  MM 1026.7  15.8    MM    MM   MM   MM    MM
2023 10 25 00 00 230  3.1  3.6    MM    MM    MM  MM 1026.7  16.0  17.1    MM   MM +0.0    MM
2023 10 24 23 54 210  5.1  5.7    MM    MM    MM  MM 1026.8  16.7  17.1    MM   MM   MM    MM
2023 10 24 23 48 200  5.1  5.7    MM    MM    MM  MM 1026.8  16.7  17.1    MM   MM   MM    MM
2023 10 24 23 42 210  5.1  6.2    MM    MM    MM  MM 1026.7  16.7  17.1    MM   MM   MM    MM
2023 10 24 23 36 210  5.1  5.7    MM    MM    MM  MM 1026.6  16.8  17.1    MM   MM   MM    MM
2023 10 24 23 30 210  5.1  5.7    MM    MM    MM  MM 1026.6  16.8  17.1    MM   MM   MM    MM
2023 10 24 23 24 200  5.1  5.7    MM    MM    MM  MM 1026.5  16.7  17.1    MM   MM   MM    MM
2023 10 24 23 00 220  3.1  4.1    MM    MM    MM  MM 1026.5  16.2  17.1    MM   MM +0.0    MM
2023 10 24 22 54 220  3.6  4.6    MM    MM    MM  MM 1026.5  16.4  17.1    MM   MM   MM    MM
2023 10 24 22 48 210  5.1  5.7    MM    MM    MM  MM 1026.5  16.7  17.1    MM   MM   MM    MM
2023 10 24 22 42 220  4.1  5.1    MM    MM    MM  MM 1026.5  16.6  17.1    MM   MM   MM    MM
2023 10 24 22 36 210  5.1  6.2    MM    MM    MM  MM 1026.6  16.8  17.1    MM   MM   MM    MM
2023 10 24 22 30 210  5.7  6.2    MM    MM    MM  MM 1026.6  16.7  17.1    MM   MM   MM    MM
2023 10 24 22 24 210  5.1  5.7    MM    MM    MM  MM 1026.6  16.7  17.1    MM   MM   MM    MM
2023 10 24 22 18 210  5.1  5.7    MM    MM    MM  MM 1026.5  16.7  17.1    MM   MM   MM    MM
2023 10 24 22 12 200  4.6  5.7    MM    MM    MM  MM 1026.5  16.7  17.1    MM   MM   MM    MM
2023 10 24 22 06 210  4.6  5.7    MM    MM    MM  MM 1026.4  16.8  17.1    MM   MM   MM    MM
2023 10 24 22 00 210  4.6  5.7    MM    MM    MM  MM 1026.5  16.8  17.1    MM   MM +0.0    MM
2023 10 24 21 54 210  5.1  5.7    MM    MM    MM  MM 1026.5  16.8  17.0    MM   MM   MM    MM
2023 10 24 21 48 200  4.6  5.1    MM    MM    MM  MM 1026.4  16.9  17.0    MM   MM   MM    MM
2023 10 24 21 42 200  4.6  5.7    MM    MM    MM  MM 1026.4  16.9  17.0    MM   MM   MM    MM
2023 10 24 21 36 200  4.1  5.7    MM    MM    MM  MM 1026.4  16.9  17.0    MM   MM   MM    MM
2023 10 24 21 30 200  3.6  5.1    MM    MM    MM  MM 1026.3  17.0  17.0    MM   MM   MM    MM
2023 10 24 21 24 200  4.1  5.1    MM    MM    MM  MM 1026.4  17.0  17.0    MM   MM   MM    MM
2023 10 24 21 18 190  3.1  4.6    MM    MM    MM  MM 1026.4  17.2  17.0    MM   MM   MM    MM
2023 10 24 21 12 200  4.1  5.7    MM    MM    MM  MM 1026.4  17.0  17.0    MM   MM   MM    MM
2023 10 24 21 06 200  4.6  5.7    MM    MM    MM  MM 1026.5  17.0  17.0    MM   MM   MM    MM
2023 10 24 21 00 190  3.6  5.1    MM    MM    MM  MM 1026.5  17.2  16.9    MM   MM -0.5    MM
2023 10 24 20 54 200  4.1  5.7    MM    MM    MM  MM 1026.4  17.2  16.9    MM   MM   MM    MM
2023 10 24 20 48 200  5.1  6.2    MM    MM    MM  MM 1026.4  17.0  16.9    MM   MM   MM    MM
2023 10 24 20 42 200  4.6  5.7    MM    MM    MM  MM 1026.4  17.0  17.0    MM   MM   MM    MM
2023 10 24 20 36 200  4.6  5.7    MM    MM    MM  MM 1026.5  17.0  17.0    MM   MM   MM    MM
2023 10 24 20 30 200  4.6  5.7    MM    MM    MM  MM 1026.5  17.0  17.0    MM   MM   MM    MM
2023 10 24 20 24 200  4.1  5.1    MM    MM    MM  MM 1026.5  17.1  17.0    MM   MM   MM    MM
2023 10 24 20 18 200  3.6  5.1    MM    MM    MM  MM 1026.4  17.3  17.0    MM   MM   MM    MM
2023 10 24 20 12 190  3.6  5.1    MM    MM    MM  MM 1026.4  17.5  17.0    MM   MM   MM    MM
2023 10 24 20 06 190  3.6  4.6    MM    MM    MM  MM 1026.4  17.5  16.9    MM   MM   MM    MM
2023 10 24 20 00 190  3.6  5.1    MM    MM    MM  MM 1026.5  17.6  16.9    MM   MM -1.1    MM
2023 10 24 19 54 190  4.1  5.1    MM    MM    MM  MM 1026.4  17.5  16.9    MM   MM   MM    MM
2023 10 24 19 48 190  3.6  5.1    MM    MM    MM  MM 1026.4  17.4  16.9    MM   MM   MM    MM
2023 10 24 19 42 190  4.1  6.2    MM    MM    MM  MM 1026.4  17.5  16.9    MM   MM   MM    MM
2023 10 24 19 36 190  4.1  5.7    MM    MM    MM  MM 1026.4  17.6  16.9    MM   MM   MM    MM
2023 10 24 19 30 190  4.1  5.7    MM    MM    MM  MM 1026.4  17.4    MM    MM   MM   MM    MM
2023 10 24 19 24 190  3.6  5.1    MM    MM    MM  MM 1026.3  17.2    MM    MM   MM   MM    MM
2023 10 24 19 18 200  3.6  5.1    MM    MM    MM  MM 1026.3  17.0  16.8    MM   MM   MM    MM
2023 10 24 19 12 200  4.1  5.1    MM    MM    MM  MM 1026.3  17.0  16.8    MM   MM   MM    MM
2023 10 24 19 06 190  3.1  4.1    MM    MM    MM  MM 1026.3  17.3  16.8    MM   MM   MM    MM
2023 10 24 19 00 200  3.6  5.7    MM    MM    MM  MM 1026.3    MM  16.8    MM   MM -1.8    MM
2023 10 24 18 54 200  4.6  5.7    MM    MM    MM  MM 1026.4    MM  16.8    MM   MM   MM    MM
2023 10 24 18 48 200  3.1  5.1    MM    MM    MM  MM 1026.6  17.3  16.7    MM   MM   MM    MM
2023 10 24 18 42 190  3.6  4.6    MM    MM    MM  MM 1026.7  17.2  16.7    MM   MM   MM    MM
2023 10 24 18 36 190  3.6  4.6    MM    MM    MM  MM 1026.7  17.2  16.7    MM   MM   MM    MM
2023 10 24 18 30 200  3.6  4.6    MM    MM    MM  MM 1026.8  17.1  16.7    MM   MM   MM    MM
2023 10 24 18 24 200  4.6  5.7    MM    MM    MM  MM 1026.9  16.8  16.6    MM   MM   MM    MM
2023 10 24 18 18 200  4.1  5.1    MM    MM    MM  MM 1026.8  17.0  16.5    MM   MM   MM    MM
2023 10 24 18 12 200  4.1  5.1    MM    MM    MM  MM 1026.9  16.9  16.4    MM   MM   MM    MM
2023 10 24 18 06 190  4.1  6.2    MM    MM    MM  MM 1026.9  17.0  16.3    MM   MM   MM    MM
2023 10 24 18 00 190  4.1  5.1    MM    MM    MM  MM 1027.0  17.1  16.2    MM   MM -1.5    MM
2023 10 24 17 54 190  4.6  5.7    MM    MM    MM  MM 1027.1  17.0  16.0    MM   MM   MM    MM
2023 10 24 17 48 190  4.6  6.2    MM    MM    MM  MM 1027.2  16.9  16.0    MM   MM   MM    MM
2023 10 24 17 42 190  4.6  6.2    MM    MM    MM  MM 1027.3  17.1  15.9    MM   MM   MM    MM
2023 10 24 17 36 190  3.1  4.6    MM    MM    MM  MM 1027.3  17.0  15.9    MM   MM   MM    MM
2023 10 24 17 30 190  3.6  5.1    MM    MM    MM  MM 1027.3  16.7  15.9    MM   MM   MM    MM
2023 10 24 17 24 190  4.1  5.1    MM    MM    MM  MM 1027.3  16.8  15.9    MM   MM   MM    MM
2023 10 24 17 18 190  3.1  4.6    MM    MM    MM  MM 1027.3  17.1  15.9    MM   MM   MM    MM
2023 10 24 17 12 190  3.6  5.1    MM    MM    MM  MM 1027.5  16.8  15.9    MM   MM   MM    MM
2023 10 24 17 06 190  3.6  4.6    MM    MM    MM  MM 1027.6  16.6  15.9    MM   MM   MM    MM
2023 10 24 17 00 190  4.1  4.6    MM    MM    MM  MM 1027.6  16.6  15.9    MM   MM   MM    MM
2023 10 24 16 54 190  3.6  4.6    MM    MM    MM  MM 1027.7  16.7  15.9    MM   MM   MM    MM
2023 10 24 16 48 190  3.6  4.6    MM    MM    MM  MM 1027.6  16.7  15.9    MM   MM   MM    MM
2023 10 24 16 42 190  3.6  5.1    MM    MM    MM  MM 1027.6  16.6  16.0    MM   MM   MM    MM
2023 10 24 16 36 200  4.6  6.2    MM    MM    MM  MM 1027.6  16.2  16.0    MM   MM   MM    MM
2023 10 24 16 30 190  3.6  5.1    MM    MM    MM  MM 1027.7  16.4  16.0    MM   MM   MM    MM
2023 10 24 16 24 200  3.6  5.1    MM    MM    MM  MM 1027.8  16.0  16.0    MM   MM   MM    MM
2023 10 24 16 18 200  4.1  5.7    MM    MM    MM  MM 1028.0  15.8  16.1    MM   MM   MM    MM
2023 10 24 16 12 200  4.1  5.1    MM    MM    MM  MM 1028.0  15.6  16.1    MM   MM   MM    MM
2023 10 24 16 06 200  4.1  5.1    MM    MM    MM  MM 1028.1  15.7  16.1    MM   MM   MM    MM
2023 10 24 16 00 190  3.6  5.1    MM    MM    MM  MM 1028.1  15.9  16.2    MM   MM +0.0    MM
2023 10 24 15 54 200  3.1  4.6    MM    MM    MM  MM 1028.2  15.9  16.2    MM   MM   MM    MM
2023 10 24 15 48 190  2.6  3.6    MM    MM    MM  MM 1028.4  15.9  16.2    MM   MM   MM    MM
2023 10 24 15 42 190  3.1  4.1    MM    MM    MM  MM 1028.3  16.3  16.3    MM   MM   MM    MM
2023 10 24 15 36 190  2.1  3.1    MM    MM    MM  MM 1028.4  16.2  16.3    MM   MM   MM    MM
2023 10 24 15 30 190  2.1  3.1    MM    MM    MM  MM 1028.4  16.1  16.4    MM   MM   MM    MM
2023 10 24 15 24 190  2.6  3.6    MM    MM    MM  MM 1028.5  15.9  16.4    MM   MM   MM    MM
2023 10 24 15 18 190  2.6  3.1    MM    MM    MM  MM 1028.4  16.0  16.4    MM   MM   MM    MM
2023 10 24 15 12 190  2.1  3.1    MM    MM    MM  MM 1028.5  15.6  16.5    MM   MM   MM    MM
2023 10 24 15 06 190  2.1  3.1    MM    MM    MM  MM 1028.5  15.5  16.5    MM   MM   MM    MM
2023 10 24 15 00 200  2.6  3.1    MM    MM    MM  MM 1028.5  15.4  16.5    MM   MM +1.0    MM
2023 10 24 14 54 200  2.1  2.6    MM    MM    MM  MM 1028.4  15.5  16.6    MM   MM   MM    MM
2023 10 24 14 48 200  2.1  2.6    MM    MM    MM  MM 1028.4  15.5  16.6    MM   MM   MM    MM
2023 10 24 14 42 240  1.5  2.1    MM    MM    MM  MM 1028.4  15.1  16.7    MM   MM   MM    MM
2023 10 24 14 36 260  1.0  1.5    MM    MM    MM  MM 1028.4  15.0  16.7    MM   MM   MM    MM
2023 10 24 14 30 320  0.5  1.0    MM    MM    MM  MM 1028.4  14.8  16.7    MM   MM   MM    MM
2023 10 24 14 24  10  0.5  1.0    MM    MM    MM  MM 1028.5  14.6  16.7    MM   MM   MM    MM
2023 10 24 14 18  20  1.0  1.5    MM    MM    MM  MM 1028.5  14.2  16.7    MM   MM   MM    MM
2023 10 24 14 12  10  1.0  1.5    MM    MM    MM  MM 1028.5  13.8  16.7    MM   MM   MM    MM
2023 10 24 14 06  20  2.1  2.1    MM    MM    MM  MM 1028.5  13.4  16.8    MM   MM   MM    MM
2023 10 24 14 00  10  2.1  2.1    MM    MM    MM  MM     MM  13.1    MM    MM   MM   MM    MM
2023 10 24 13 54  10  1.5  2.1    MM    MM    MM  MM     MM  13.0    MM    MM   MM   MM    MM
2023 10 24 13 48  10  1.5  2.1    MM    MM    MM  MM 1028.5  12.8  16.8    MM   MM   MM    MM
2023 10 24 13 42  10  2.1  2.1    MM    MM    MM  MM 1028.5  12.7  16.8    MM   MM   MM    MM
2023 10 24 13 36  20  2.1  2.6    MM    MM    MM  MM 1028.5  12.7  16.8    MM   MM   MM    MM
2023 10 24 13 30  10  2.1  2.6    MM    MM    MM  MM 1028.4  12.5  16.8    MM   MM   MM    MM
2023 10 24 13 24  10  1.5  2.1    MM    MM    MM  MM 1028.3  12.3  16.8    MM   MM   MM    MM
2023 10 24 13 18  10  2.6  2.6    MM    MM    MM  MM 1028.3  12.2  16.8    MM   MM   MM    MM
2023 10 24 13 12  20  2.1  2.6    MM    MM    MM  MM 1028.2  12.1  16.8    MM   MM   MM    MM
2023 10 24 13 06  10  2.1  2.6    MM    MM    MM  MM 1028.2  11.8  16.8    MM   MM   MM    MM
2023 10 24 13 00  10  2.1  2.6    MM    MM    MM  MM 1028.2  11.6  16.8    MM   MM +2.1    MM
2023 10 24 12 54  10  2.1  2.1    MM    MM    MM  MM 1028.1  11.3  16.8    MM   MM   MM    MM
2023 10 24 12 48  10  2.1  2.6    MM    MM    MM  MM 1028.1  11.1  16.8    MM   MM   MM    MM
2023 10 24 12 42 340  1.5  1.5    MM    MM    MM  MM 1028.1  11.1  16.8    MM   MM   MM    MM
2023 10 24 12 36 340  1.0  1.5    MM    MM    MM  MM 1027.9  10.9  16.8    MM   MM   MM    MM
2023 10 24 12 30 350  1.5  2.1    MM    MM    MM  MM 1028.0  10.5  16.8    MM   MM   MM    MM
2023 10 24 12 24 350  2.1  2.1    MM    MM    MM  MM 1027.9  10.3  16.8    MM   MM   MM    MM
2023 10 24 12 18 360  2.1  2.6    MM    MM    MM  MM 1027.8   9.8  16.8    MM   MM   MM    MM
2023 10 24 12 12 350  2.1  2.6    MM    MM    MM  MM 1027.7  10.0  16.8    MM   MM   MM    MM
2023 10 24 12 06 350  1.5  2.1    MM    MM    MM  MM 1027.6   9.9  16.8    MM   MM   MM    MM
2023 10 24 12 00 360  2.1  2.1    MM    MM    MM  MM 1027.5   9.7  16.8    MM   MM +2.2    MM
2023 10 24 11 54  10  2.1  2.1    MM    MM    MM  MM 1027.5   9.4  16.7    MM   MM   MM    MM
2023 10 24 11 48 350  1.5  2.1    MM    MM    MM  MM 1027.4   9.5  16.7    MM   MM   MM    MM
2023 10 24 11 42  10  2.1  2.6    MM    MM    MM  MM 1027.4   9.1  16.7    MM   MM   MM    MM
2023 10 24 11 36 350  2.1  2.6    MM    MM    MM  MM 1027.3   9.3  16.7    MM   MM   MM    MM
2023 10 24 11 30  10  2.1  2.6    MM    MM    MM  MM 1027.3   9.0  16.7    MM   MM   MM    MM
2023 10 24 11 24 360  2.1  2.6    MM    MM    MM  MM 1027.1   8.9  16.7    MM   MM   MM    MM
2023 10 24 11 18  10  2.1  2.6    MM    MM    MM  MM 1027.1   8.9  16.8    MM   MM   MM    MM
2023 10 24 11 12 360  2.1  2.6    MM    MM    MM  MM 1027.1   9.3  16.8    MM   MM   MM    MM
2023 10 24 11 06 360  2.1  2.6    MM    MM    MM  MM 1027.0   8.8  16.8    MM   MM   MM    MM
2023 10 24 11 00 350  1.5  2.1    MM    MM    MM  MM 1027.0   9.1  16.8    MM   MM +2.3    MM
2023 10 24 10 54 350  2.1  2.6    MM    MM    MM  MM 1026.9   8.5  16.8    MM   MM   MM    MM
2023 10 24 10 48 350  2.1  2.1    MM    MM    MM  MM 1026.8   9.1  16.8    MM   MM   MM    MM
2023 10 24 10 42 350  1.5  2.1    MM    MM    MM  MM 1026.8   9.1  16.8    MM   MM   MM    MM
2023 10 24 10 36 340  1.5  2.1    MM    MM    MM  MM 1026.7   9.3  16.8    MM   MM   MM    MM
2023 10 24 10 30 350  1.5  2.1    MM    MM    MM  MM 1026.6   9.5  16.8    MM   MM   MM    MM
2023 10 24 10 24  10  1.5  2.1    MM    MM    MM  MM 1026.5   9.2  16.8    MM   MM   MM    MM
2023 10 24 10 18 360  2.1  2.6    MM    MM    MM  MM 1026.5   9.1  16.8    MM   MM   MM    MM
2023 10 24 10 12 350  2.1  2.1    MM    MM    MM  MM 1026.4   9.4  16.8    MM   MM   MM    MM
2023 10 24 10 06 350  2.1  2.1    MM    MM    MM  MM 1026.3   9.7  16.8    MM   MM   MM    MM
2023 10 24 10 00  10  1.5  2.1    MM    MM    MM  MM 1026.1   9.5  16.8    MM   MM +1.3    MM
2023 10 24 09 54  10  1.5  1.5    MM    MM    MM  MM 1026.1   9.2  16.8    MM   MM   MM    MM
2023 10 24 09 48 350  1.5  1.5    MM    MM    MM  MM 1026.0   9.4  16.8    MM   MM   MM    MM
2023 10 24 09 42 360  1.5  2.1    MM    MM    MM  MM 1026.0   9.5  16.8    MM   MM   MM    MM
2023 10 24 09 36 360  2.1  2.6    MM    MM    MM  MM 1025.9   9.6  16.8    MM   MM   MM    MM
2023 10 24 09 30  10  2.1  2.6    MM    MM    MM  MM 1025.7   9.8  16.8    MM   MM   MM    MM
2023 10 24 09 24  10  2.1  2.6    MM    MM    MM  MM 1025.7   9.8  16.8    MM   MM   MM    MM
2023 10 24 09 18  10  2.1  2.1    MM    MM    MM  MM 1025.6   9.8  16.8    MM   MM   MM    MM
2023 10 24 09 12  10  1.5  2.1    MM    MM    MM  MM 1025.5   9.6  16.8    MM   MM   MM    MM
